,Cuenta_n,Subcuenta_n,Objeto_n,Ordinal_n,TOTAL,Código de entidad,Código de sector,Tipo de gasto,Entidad,Sector,Cuenta,Subcuenta,Objeto,Ordinal,Rubro
118,1399.0,1000.0,4.0,803001,1990000000.0,1301,13,Inversión,Ministerio de hacienda y crédito público,Hacienda,Fortalecimiento de la gestión y dirección del sector hacienda,Intersubsectorial gobierno,Fortalecimiento de la plataforma tecnológica para la prestación de los servicios de la cgn nacional,8. estabilidad macroeconómica /i. administración eficiente de los recursos públicos,8. estabilidad macroeconómica /i. administración eficiente de los recursos públicos
119,1399.0,1000.0,5.0,803001,1315914276.0,1301,13,Inversión,Ministerio de hacienda y crédito público,Hacienda,Fortalecimiento de la gestión y dirección del sector hacienda,Intersubsectorial gobierno,Mejoramiento y reforzamiento sedes del ministerio de hacienda y crédito público bogota,8. estabilidad macroeconómica / 1. administración eficiente de los recursos públicos,8. estabilidad macroeconómica / 1. administración eficiente de los recursos públicos
120,1399.0,1000.0,6.0,803001,79086236.0,1301,13,Inversión,Ministerio de hacienda y crédito público,Hacienda,Fortalecimiento de la gestión y dirección del sector hacienda,Intersubsectorial gobierno,Fortalecimiento de la gestion institucional con procesos de conocimiento. innovacion y open government nacional,8. estabilidad macroeconómica 1. administración eficiente de los recursos públicos,8. estabilidad macroeconómica 1. administración eficiente de los recursos públicos
121,1399.0,1000.0,7.0,803001,1091348554.0,1301,13,Inversión,Ministerio de hacienda y crédito público,Hacienda,Fortalecimiento de la gestión y dirección del sector hacienda,Intersubsectorial gobierno,Fortalecimiento de la gestion documental institucional del ministerio de hacienda y credito publico nacional,8. estabilidad macroeconómica i. administración eficiente de los recursos públicos,8. estabilidad macroeconómica i. administración eficiente de los recursos públicos
122,1304.0,1000.0,2.0,803001,977073194.0,1301,13,Inversión,Ministerio de hacienda y crédito público,Hacienda,"Inspección, control y vigilancia financiera, solidaria y de recursos públicos",Intersubsectorial gobierno,Implementación sistema integral de información para la prevención del fraude y la corrupción en las entidades vigiladas nacional,8. estabilidad macroeconómica 1. administración eficiente de los recursos públicos,8. estabilidad macroeconómica 1. administración eficiente de los recursos públicos
123,1399.0,1000.0,1.0,803001,185441036.0,1301,13,Inversión,Ministerio de hacienda y crédito público,Hacienda,Fortalecimiento de la gestión y dirección del sector hacienda,Intersubsectorial gobierno,Fortalecimiento de la gestión documental en la agencia itrc bogotá,8. estabilidad macroeconómica 1. administración eficiente de los recursos públicos,8. estabilidad macroeconómica 1. administración eficiente de los recursos públicos
124,2.0,,,,27029884.0,1308,13,Funcionamiento,Unidad administrativa especial contaduría general de la nación,Hacienda,Adquisición de bienes y servicios,,,,Adquisición de bienes y servicios
125,3.0,3.0,1.0,999,961000000.0,1308,13,Funcionamiento,Unidad administrativa especial contaduría general de la nación,Hacienda,Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias distribución previo concepto dgppn,Otras transferencias distribución previo concepto dgppn
126,1301.0,1000.0,6.0,803001,220000000.0,1308,13,Inversión,Unidad administrativa especial contaduría general de la nación,Hacienda,Política macroeconómica y fiscal,Intersubsectorial gobierno,Fortalecimiento de la generación de información desde el sistema de información misional de la cgn bogota,8. estabilidad macroeconómica 1. administración eficiente de los recursos públicos,8. estabilidad macroeconómica 1. administración eficiente de los recursos públicos
127,1301.0,1000.0,10.0,803001,230000000.0,1308,13,Inversión,Unidad administrativa especial contaduría general de la nación,Hacienda,Política macroeconómica y fiscal,Intersubsectorial gobierno,Fortalecimiento de la regulación contable pública con los avances internacionales y el contexto del sector público colombiano nacional,8. estabilidad macroeconómica i. administración eficiente de los recursos públicos,8. estabilidad macroeconómica i. administración eficiente de los recursos públicos
128,1399.0,1000.0,3.0,803001,50000000.0,1308,13,Inversión,Unidad administrativa especial contaduría general de la nación,Hacienda,Fortalecimiento de la gestión y dirección del sector hacienda,Intersubsectorial gobierno,Mejoramiento del soporte de las tecnologías de información en la ugpp bogotá,8. estabilidad macroeconómica / i. administracion eficiente de los recursos públicos,8. estabilidad macroeconómica / i. administracion eficiente de los recursos públicos
129,1399.0,1000.0,4.0,803001,177000000.0,1308,13,Inversión,Unidad administrativa especial contaduría general de la nación,Hacienda,Fortalecimiento de la gestión y dirección del sector hacienda,Intersubsectorial gobierno,Fortalecimiento de la plataforma tecnológica para la prestación de los servicios de la cgn nacional,8. estabilidad macroeconómica /i. administración eficiente de los recursos públicos,8. estabilidad macroeconómica /i. administración eficiente de los recursos públicos
130,1.0,1.0,1.0,,593923034795.0,1310,13,Funcionamiento,Unidad administrativa especial dirección de impuestos y aduanas nacionales,Hacienda,Gastos de personal,Planta de personal permanente,Salario,,Salario
131,1.0,1.0,2.0,,231811447939.0,1310,13,Funcionamiento,Unidad administrativa especial dirección de impuestos y aduanas nacionales,Hacienda,Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nomina,,Contribuciones inherentes a la nomina
132,1.0,1.0,3.0,,239937386713.0,1310,13,Funcionamiento,Unidad administrativa especial dirección de impuestos y aduanas nacionales,Hacienda,Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,Remuneraciones no constitutivas de factor salarial
133,2.0,,,,449506785.0,1314,13,Funcionamiento,Unidad administrativa especial de gestión pensional y contribuciones parafiscales de la protección social (ugppp),Hacienda,Adquisición de bienes y servicios,,,,Adquisición de bienes y servicios
134,3.0,2.0,2.0,,6355000.0,1314,13,Funcionamiento,Unidad administrativa especial de gestión pensional y contribuciones parafiscales de la protección social (ugppp),Hacienda,Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,,A organizaciones internacionales
135,1399.0,1000.0,3.0,803001,168253552.0,1314,13,Inversión,Unidad administrativa especial de gestión pensional y contribuciones parafiscales de la protección social (ugppp),Hacienda,Fortalecimiento de la gestión y dirección del sector hacienda,Intersubsectorial gobierno,Mejoramiento del soporte de las tecnologías de información en la ugpp bogotá,8. estabilidad macroeconómica / i. administracion eficiente de los recursos públicos,8. estabilidad macroeconómica / i. administracion eficiente de los recursos públicos
136,2.0,,,,38432901.0,1315,13,Funcionamiento,Fondo adaptación,Hacienda,Adquisición de bienes y servicios,,,,Adquisición de bienes y servicios
137,3.0,3.0,1.0,999,2854761451.0,1315,13,Funcionamiento,Fondo adaptación,Hacienda,Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias distribución previo concepto dgppn,Otras transferencias distribución previo concepto dgppn
138,8.0,1.0,,,3913000.0,1315,13,Funcionamiento,Fondo adaptación,Hacienda,"Gastos por tributos. multas, sanciones e intereses de mora",Impuestos,,,Impuestos
139,10.0,2.0,1.0,,89000000000.0,1401,14,Deuda pública interna,Servicio de la deuda pública nacional,Servicio de la deuda pública nacional,Aplazamiento de servicio de la deuda pública interna,Intereses,Títulos de deuda,,Títulos de deuda
140,1.0,2.0,1.0,,549000000.0,1501,15,Funcionamiento,Ministerio de defensa nacional,Defensa y policía,Gastos de personal,Personal supernumerario y planta temporal,Salario,,Salario
141,1.0,2.0,2.0,,51000000.0,1501,15,Funcionamiento,Ministerio de defensa nacional,Defensa y policía,Gastos de personal,Personal supernumerario y planta temporal,Contribuciones inherentes a la nómina,,Contribuciones inherentes a la nómina
142,3.0,3.0,1.0,999,25806276885.0,1501,15,Funcionamiento,Ministerio de defensa nacional,Defensa y policía,Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias distribución previo concepto dgppn,Otras transferencias distribución previo concepto dgppn
143,1599.0,100.0,8.0,20109g,4961577826.0,1501,15,Inversión,Ministerio de defensa nacional,Defensa y policía,Fortalecimiento de la gestión y dirección del sector defensa y seguridad,Intersubsectorial defensa y seguridad,Fortalecimiento de la capacidad en la gestion de incidentes ciberneticos del sector defensa y seguridad bogota,"2. seguridad humana y justicia social/g modernizacion para incrementar el valor público, la integridad y la transparencia en la seguridad","2. seguridad humana y justicia social/g modernizacion para incrementar el valor público, la integridad y la transparencia en la seguridad"
144,1599.0,100.0,9.0,20109b,4600000000.0,1501,15,Inversión,Ministerio de defensa nacional,Defensa y policía,Fortalecimiento de la gestión y dirección del sector defensa y seguridad,Intersubsectorial defensa y seguridad,Fortalecimiento del desarrollo humano en la fuerza publica a nivel nacional,"2. seguridad humana y justicia social/ sistema de bienestar integral de la fuerza pública, sus familias y de los veteranos","2. seguridad humana y justicia social/ sistema de bienestar integral de la fuerza pública, sus familias y de los veteranos"
145,1502.0,100.0,13.0,20107b,2800000000.0,1501,15,Inversión,Ministerio de defensa nacional,Defensa y policía,Capacidades de las fuerzas militares en seguridad pública y defensa en el territorio nacional,Intersubsectorial defensa y seguridad,Fortalecimiento de las capacidades de ciberdefensa y ciberseguridad del comando general de las ff.mm nacional,2. seguridad humana y justicia social/ capacidades estrategicas para salvaguardar los intereses nacionales,2. seguridad humana y justicia social/ capacidades estrategicas para salvaguardar los intereses nacionales
146,1502.0,100.0,14.0,20107b,200001.0,1501,15,Inversión,Ministerio de defensa nacional,Defensa y policía,Capacidades de las fuerzas militares en seguridad pública y defensa en el territorio nacional,Intersubsectorial defensa y seguridad,Fortalecimiento de capacidades de operaciones especiales (thor) nacional,2. seguridad humana y justicia social b. capacidades estrategicas para salvaguardar los intereses nacionales,2. seguridad humana y justicia social b. capacidades estrategicas para salvaguardar los intereses nacionales
147,1502.0,100.0,16.0,20107b,327344744.0,1501,15,Inversión,Ministerio de defensa nacional,Defensa y policía,Capacidades de las fuerzas militares en seguridad pública y defensa en el territorio nacional,Intersubsectorial defensa y seguridad,Fortalecimiento de la plataforma e infraestructura de la red integrada de comunicaciones de las ff.mm nacional,2. seguridad humana y justicia social/ capacidades estratégicas para salvaguardar los intereses nacionales,2. seguridad humana y justicia social/ capacidades estratégicas para salvaguardar los intereses nacionales
148,1502.0,100.0,20.0,20107b,77529881.0,1501,15,Inversión,Ministerio de defensa nacional,Defensa y policía,Capacidades de las fuerzas militares en seguridad pública y defensa en el territorio nacional,Intersubsectorial defensa y seguridad,Mejoramiento de los niveles de alistamiento terrestre de los medios operativos y logísticos del comando general de las fuerzas militares. bogota,2. seguridad humana y justicia social/b. capacidades estratégicas para salvaguardar los intereses nacionales,2. seguridad humana y justicia social/b. capacidades estratégicas para salvaguardar los intereses nacionales
149,1502.0,100.0,27.0,20107b,5184000.0,1501,15,Inversión,Ministerio de defensa nacional,Defensa y policía,Capacidades de las fuerzas militares en seguridad pública y defensa en el territorio nacional,Intersubsectorial defensa y seguridad,Renovación y modernización del equipo aeronáutico de la fac a nivel nacional,2. seguridad humana y justicia social/ capacidades estratégicas para salvaguardar los intereses nacionales,2. seguridad humana y justicia social/ capacidades estratégicas para salvaguardar los intereses nacionales
150,1502.0,100.0,37.0,20107b,99825813220.0,1501,15,Inversión,Ministerio de defensa nacional,Defensa y policía,Capacidades de las fuerzas militares en seguridad pública y defensa en el territorio nacional,Intersubsectorial defensa y seguridad,Fortalecimiento de la capacidad operacional del ejercito nacional en la defensa de las fronteras nacional,"2. seguridad humana y justicia social, capacidades estratégicas para salvaguardar los intereses nacionales","2. seguridad humana y justicia social, capacidades estratégicas para salvaguardar los intereses nacionales"
151,1502.0,100.0,39.0,20106d,14482579.0,1501,15,Inversión,Ministerio de defensa nacional,Defensa y policía,Capacidades de las fuerzas militares en seguridad pública y defensa en el territorio nacional,Intersubsectorial defensa y seguridad,Fortalecimiento de las disciplinas de inteligencia militar del ejercito nacional,"2. seguridad humana y justicia social. d. inteligencia, investigación criminal y judicialización para desmantelar los nodos estratégicos del sistema criminal","2. seguridad humana y justicia social. d. inteligencia, investigación criminal y judicialización para desmantelar los nodos estratégicos del sistema criminal"
152,1505.0,100.0,1.0,20109b,5000000000.0,1501,15,Inversión,Ministerio de defensa nacional,Defensa y policía,Generación de bienestar para la fuerza pública y sus familias,Intersubsectorial defensa y seguridad,Fortalecimiento del bienestar para el personal de la fuerza.veteranos y sus familias del ejercito nacional,2. seguridad humana y justicia social b. sistema de bienestar integral de la fuerza pública. sus familias y de los veteranos,2. seguridad humana y justicia social b. sistema de bienestar integral de la fuerza pública. sus familias y de los veteranos
153,1599.0,100.0,1.0,20107b,85077219.0,1501,15,Inversión,Ministerio de defensa nacional,Defensa y policía,Fortalecimiento de la gestión y dirección del sector defensa y seguridad,Intersubsectorial defensa y seguridad,Actualización del sistema de información de sanidad policial a nivel nacional,2. seguridad humana y justicia social/b capacidades estratégicas para salvaguardar los intereses nacionales,2. seguridad humana y justicia social/b capacidades estratégicas para salvaguardar los intereses nacionales
154,1502.0,100.0,25.0,20107b,77000000000.0,1501,15,Inversión,Ministerio de defensa nacional,Defensa y policía,Capacidades de las fuerzas militares en seguridad pública y defensa en el territorio nacional,Intersubsectorial defensa y seguridad,Fortalecimiento de los medios navales para la protección de la soberania nacional,2. seguridad humana y justicia social/b capacidades estratégicas para salvaguardar los intereses nacionales,2. seguridad humana y justicia social/b capacidades estratégicas para salvaguardar los intereses nacionales
155,1502.0,100.0,27.0,20107b,65000000000.0,1501,15,Inversión,Ministerio de defensa nacional,Defensa y policía,Capacidades de las fuerzas militares en seguridad pública y defensa en el territorio nacional,Intersubsectorial defensa y seguridad,Renovación y modernización del equipo aeronáutico de la fac a nivel nacional,2. seguridad humana y justicia social/ capacidades estratégicas para salvaguardar los intereses nacionales,2. seguridad humana y justicia social/ capacidades estratégicas para salvaguardar los intereses nacionales
156,1502.0,100.0,29.0,20107b,60000000.0,1501,15,Inversión,Ministerio de defensa nacional,Defensa y policía,Capacidades de las fuerzas militares en seguridad pública y defensa en el territorio nacional,Intersubsectorial defensa y seguridad,Fortalecimiento del mando y control de la fuerza aérea colombiana a nivel nacional,2. seguridad humana y justicia social/ capacidades estratégicas para salvaguardar los intereses nacionales,2. seguridad humana y justicia social/ capacidades estratégicas para salvaguardar los intereses nacionales
157,1502.0,100.0,30.0,20106d,8149241613.0,1501,15,Inversión,Ministerio de defensa nacional,Defensa y policía,Capacidades de las fuerzas militares en seguridad pública y defensa en el territorio nacional,Intersubsectorial defensa y seguridad,"Fortalecimiento de la inteligencia,contrainteligencia y ciberinteligencia de la fac nacional","2. seguridad humana y justicia social/d inteligencia, investigación criminal y judicialización para desmantelar los nodos estratégicos del sistema criminal","2. seguridad humana y justicia social/d inteligencia, investigación criminal y judicialización para desmantelar los nodos estratégicos del sistema criminal"
158,1502.0,100.0,40.0,20107b,3481099000.0,1501,15,Inversión,Ministerio de defensa nacional,Defensa y policía,Capacidades de las fuerzas militares en seguridad pública y defensa en el territorio nacional,Intersubsectorial defensa y seguridad,Fortalecimiento de las habilidades tecnicas del personal de la fuerza aerea colombiana a nivel nacional,2. seguridad humana y justicia social/b capacidades estratégicas para salvaguardar los intereses nacionales,2. seguridad humana y justicia social/b capacidades estratégicas para salvaguardar los intereses nacionales
159,3.0,3.0,4.0,15,2079260800.0,1508,15,Funcionamiento,"Defensa civil colombiana, guillermo león valencia",Defensa y policía,Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,Fondo nacional de emergencias,Fondo nacional de emergencias
160,1506.0,100.0,3.0,10101c,198000000.0,1508,15,Inversión,"Defensa civil colombiana, guillermo león valencia",Defensa y policía,Gestión del riesgo de desastres desde el sector defensa y seguridad,Intersubsectorial defensa y seguridad,Fortalecimiento de los servicios de la defensa civil colombiana en mocoa,I. ordenamiento del territorio alrededor del agua y justicia ambiental/ modernización de la institucionalidad ambiental y de gestion del riesgo de desastres,I. ordenamiento del territorio alrededor del agua y justicia ambiental/ modernización de la institucionalidad ambiental y de gestion del riesgo de desastres
161,1599.0,100.0,1.0,20109g,320000000.0,1508,15,Inversión,"Defensa civil colombiana, guillermo león valencia",Defensa y policía,Fortalecimiento de la gestión y dirección del sector defensa y seguridad,Intersubsectorial defensa y seguridad,Actualización del sistema de información de sanidad policial a nivel nacional,"2. seguridad humana y justicia social/g modernización para incrementar el valor público, la integridad y la transparencia en la seguridad","2. seguridad humana y justicia social/g modernización para incrementar el valor público, la integridad y la transparencia en la seguridad"
162,2.0,,,,2300000000.0,1521,15,Funcionamiento,Unidad administrativa especial de la justicia penal militar y policial,Defensa y policía,Adquisición de bienes y servicios,,,,Adquisición de bienes y servicios
163,7.0,1.0,,,25000000.0,1521,15,Funcionamiento,Unidad administrativa especial de la justicia penal militar y policial,Defensa y policía,Disminución de pasivos,Cesantias,,,Cesantias
164,1599.0,100.0,1.0,20109d,5589000000.0,1521,15,Inversión,Unidad administrativa especial de la justicia penal militar y policial,Defensa y policía,Fortalecimiento de la gestión y dirección del sector defensa y seguridad,Intersubsectorial defensa y seguridad,Actualización del sistema de información de sanidad policial a nivel nacional,2. seguridad humana y justicia social/d. sistemas de justicia penal militar y policial y de defensa técnica y especializada,2. seguridad humana y justicia social/d. sistemas de justicia penal militar y policial y de defensa técnica y especializada
165,3.0,3.0,1.0,999,28150800000.0,1601,15,Funcionamiento,Policía nacional,Defensa y policía,Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias distribución previo concepto dgppn,Otras transferencias distribución previo concepto dgppn
166,1501.0,100.0,17.0,20105c,20294000000.0,1601,15,Inversión,Policía nacional,Defensa y policía,"Capacidades de la policia nacional en seguridad pública, prevención, convivencia y seguridad ciudadana",Intersubsectorial defensa y seguridad,Fortalecimiento de la infraestructura estratégica operacional orientada a consolidar la convivencia y seguridad ciudadana a nivel nacional,"2. seguridad humana y justicia social transformación de la policia nacional para la garantía del ejercicio de los derechos. libertades públicas, convivencia y la seguridad humana","2. seguridad humana y justicia social transformación de la policia nacional para la garantía del ejercicio de los derechos. libertades públicas, convivencia y la seguridad humana"
167,1501.0,100.0,23.0,20109b,3185000000.0,1601,15,Inversión,Policía nacional,Defensa y policía,"Capacidades de la policia nacional en seguridad pública, prevención, convivencia y seguridad ciudadana",Intersubsectorial defensa y seguridad,Fortalecimiento de la infraestructura de soporte para el bienestar de social de los funcionarios de la policia nacional,"2. seguridad humana justicia social/b sistema de bienestar integral de la fuerza pública, sus familias y de los veteranos","2. seguridad humana justicia social/b sistema de bienestar integral de la fuerza pública, sus familias y de los veteranos"
168,1505.0,100.0,3.0,20109b,15831500000.0,1601,15,Inversión,Policía nacional,Defensa y policía,Generación de bienestar para la fuerza pública y sus familias,Intersubsectorial defensa y seguridad,Fortalecimiento de las instalaciones de salud de la policía nacional,"2. seguridad humana y justicia social b. sistema de bienestar integral de la fuerza pública, sus familias y de los veteranos","2. seguridad humana y justicia social b. sistema de bienestar integral de la fuerza pública, sus familias y de los veteranos"
169,1505.0,100.0,4.0,20109b,4663901.0,1601,15,Inversión,Policía nacional,Defensa y policía,Generación de bienestar para la fuerza pública y sus familias,Intersubsectorial defensa y seguridad,Fortalecimiento de los equipos hospitalarios para la prestación del servicio de salud de la policia nacional,"2. seguridad humana y justicia social/ sistema de bienestar integral de la fuerza pública, sus familias y de los veteranos","2. seguridad humana y justicia social/ sistema de bienestar integral de la fuerza pública, sus familias y de los veteranos"
170,1505.0,100.0,5.0,20109b,149349141.0,1601,15,Inversión,Policía nacional,Defensa y policía,Generación de bienestar para la fuerza pública y sus familias,Intersubsectorial defensa y seguridad,Mejoramiento de la movilidad para la prestación del servicio de sanidad policial nacional,2. seguridad humana y justicia social/ b. sistema de bienestar integral de la fuerza pública. sus familias y de los veteranos,2. seguridad humana y justicia social/ b. sistema de bienestar integral de la fuerza pública. sus familias y de los veteranos
171,1599.0,100.0,1.0,20109b,2531448.0,1601,15,Inversión,Policía nacional,Defensa y policía,Fortalecimiento de la gestión y dirección del sector defensa y seguridad,Intersubsectorial defensa y seguridad,Actualización del sistema de información de sanidad policial a nivel nacional,2. seguridad humana y justicia social/b sistema de bienestar integral de la fuerza pública. sus familias y de los veteranos,2. seguridad humana y justicia social/b sistema de bienestar integral de la fuerza pública. sus familias y de los veteranos
172,1501.0,100.0,1.0,20109b,10000000000.0,1601,15,Inversión,Policía nacional,Defensa y policía,"Capacidades de la policia nacional en seguridad pública, prevención, convivencia y seguridad ciudadana",Intersubsectorial defensa y seguridad,Fortalecimiento de la infraestructura educativa y administrativa de la policia nacional,"2. seguridad humana y justiciasocial/ b. sistema de bienestar integral de la fuerza publica, sus familias y de los veteranos","2. seguridad humana y justiciasocial/ b. sistema de bienestar integral de la fuerza publica, sus familias y de los veteranos"
173,3.0,3.0,1.0,20,415000000.0,1701,17,Funcionamiento,Ministerio de agricultura y desarrollo rural,Agricultura y desarrollo rural,Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Fondo de fomento agropecuario decreto ley 1279 de 1994,Fondo de fomento agropecuario decreto ley 1279 de 1994
174,3.0,11.0,2.0,1,21542616267.0,1701,17,Funcionamiento,Ministerio de agricultura y desarrollo rural,Agricultura y desarrollo rural,Transferencias corrientes,A empresas diferentes de subvenciones,"Agricultura, ganaderia caza. silvicultura y pesca",Transferencias al sector agrícola y sector industrial para apoyo a la produccion artículo ley 16 de 1990 y articulo i ley 101 de 1993; ley 795 de 2003,Transferencias al sector agrícola y sector industrial para apoyo a la produccion artículo ley 16 de 1990 y articulo i ley 101 de 1993; ley 795 de 2003
175,1701.0,1100.0,3.0,51103f,35609000000.0,1701,17,Inversión,Ministerio de agricultura y desarrollo rural,Agricultura y desarrollo rural,Mejoramiento de la habitabilidad rural,Intersubsectorial agropecuario,Subsidio para la construcción o mejoramiento de vivienda de interés social rural para la población rural nacional,5. convergencia regional provisión y mejoramiento de vivienda rural,5. convergencia regional provisión y mejoramiento de vivienda rural
176,1702.0,1100.0,19.0,30101b,12300000000.0,1701,17,Inversión,Ministerio de agricultura y desarrollo rural,Agricultura y desarrollo rural,Inclusión productiva de pequeños productores rurales,Intersubsectorial agropecuario,Fortalecimiento cooperativo y asociativo de la acfc. aumento de la productividad nacional transformación productiva y agroindustrialización para el logro del abastecimiento alimentario nacional y ods hambre cero-campo emprende nacional,3. derecho humano a la alimentación b proveer acceso a factores productivos en forma oportuna y simultanea,3. derecho humano a la alimentación b proveer acceso a factores productivos en forma oportuna y simultanea
177,1702.0,1100.0,20.0,30101b,2988567534.0,1701,17,Inversión,Ministerio de agricultura y desarrollo rural,Agricultura y desarrollo rural,Inclusión productiva de pequeños productores rurales,Intersubsectorial agropecuario,Fortalecimiento cooperativo y asociativo de la acfc. aumento de la productividad nacional transformación productiva y agroindustrialización para el logro del abastecimiento alimentario nacional y ods hambre cero-alianzas nacional,3. derecho humano a la alimentación b. proveer acceso a factores productivos en forma oportuna y simultánea,3. derecho humano a la alimentación b. proveer acceso a factores productivos en forma oportuna y simultánea
178,1703.0,1100.0,8.0,30101b,32000000000.0,1701,17,Inversión,Ministerio de agricultura y desarrollo rural,Agricultura y desarrollo rural,Servicios financieros y gestión del riesgo para las actividades agropecuarias y rurales,Intersubsectorial agropecuario,Servicio financiero y gestión del riesgo para el sector agropecuario y rural sostenible la agroindustrialización y la producción agroalimentaria nacional,3. derecho humano a la alimentación b proveer acceso a factores productivos en forma oportuna y simultánea,3. derecho humano a la alimentación b proveer acceso a factores productivos en forma oportuna y simultánea
179,1708.0,1100.0,3.0,40403a,3280000000.0,1701,17,Inversión,Ministerio de agricultura y desarrollo rural,Agricultura y desarrollo rural,Ciencia. tecnología e innovación agropecuaria,Intersubsectorial agropecuario,"Desarrollo de iniciativas climaticamente inteligentes para la adaptación al cambio climático y la sostenibilidad en sistemas productivos agropecuarios priorizados (arroz, maiz banano caña de azucar papa y ganadería bovina) nacional",4 transformación productiva internacionalización y accion clímatica a modelos de producción sostenible y regenerativos en agricultura y ganadería,4 transformación productiva internacionalización y accion clímatica a modelos de producción sostenible y regenerativos en agricultura y ganadería
180,1709.0,1100.0,6.0,30101b,12000000000.0,1701,17,Inversión,Ministerio de agricultura y desarrollo rural,Agricultura y desarrollo rural,Infraestructura productiva y comercialización,Intersubsectorial agropecuario,Fortalecimiento de la administracion operacion conservacion o mantenimiento y la prestacion del servicio en los distritos de adecuacion de tierras de propiedad del estado a nivel nacional,3 derecho humano a la alimentación /b proveer acceso a factores productivos en forma oportuna y simultanea,3 derecho humano a la alimentación /b proveer acceso a factores productivos en forma oportuna y simultanea
181,1799.0,1100.0,9.0,53105b,2319246041.0,1701,17,Inversión,Ministerio de agricultura y desarrollo rural,Agricultura y desarrollo rural,Fortalecimiento de la gestión y dirección del sector agropecuario,Intersubsectorial agropecuario,Adecuación a las instalaciones del ministerio de agricultura y desarrollo rural en materia de infraestructura física y gestión documental bogota,5 convergencia regional/ entidades públicas territoriales y nacionales fortalecidas,5 convergencia regional/ entidades públicas territoriales y nacionales fortalecidas
182,1799.0,1100.0,16.0,30206d,870000000.0,1701,17,Inversión,Ministerio de agricultura y desarrollo rural,Agricultura y desarrollo rural,Fortalecimiento de la gestión y dirección del sector agropecuario,Intersubsectorial agropecuario,Mejoramiento de la capacidad tecnológica de la agencia de desarrollo rural a nivel nacional,3. derecho humano a la alimentación d ministerio de agricultura y desarrollo rural como rector del diseño de política,3. derecho humano a la alimentación d ministerio de agricultura y desarrollo rural como rector del diseño de política
183,1799.0,1100.0,17.0,30206d,1100000000.0,1701,17,Inversión,Ministerio de agricultura y desarrollo rural,Agricultura y desarrollo rural,Fortalecimiento de la gestión y dirección del sector agropecuario,Intersubsectorial agropecuario,Fortalecimiento de las competencias institucionales para la formulación seguimiento y evaluación de la política de desarrollo rural integral vinculando a comunidades campesinas étnicas y demas actores rurales a nivel nacional 3. derecho humano a la alimentación d ministerio de,Agricultura y desarrollo rural como rector del diseño de política,Agricultura y desarrollo rural como rector del diseño de política
184,1799.0,1100.0,3.0,53105b,19256000.0,1701,17,Inversión,Ministerio de agricultura y desarrollo rural,Agricultura y desarrollo rural,Fortalecimiento de la gestión y dirección del sector agropecuario,Intersubsectorial agropecuario,Mejoramiento de la eficiencia en la implementación de los sistemas de gestión articulados con el mipg a nivel nacional,5. convergencia regional b entidades públicas territoriales y nacionales fortalecidas,5. convergencia regional b entidades públicas territoriales y nacionales fortalecidas
185,3.0,3.0,1.0,999,6171000000.0,1702,17,Funcionamiento,Instituto colombiano agropecuario (ica),Agricultura y desarrollo rural,Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias distribución previo concepto dgppn,Otras transferencias distribución previo concepto dgppn
186,1707.0,1100.0,6.0,30204a,6100007719.0,1702,17,Inversión,Instituto colombiano agropecuario (ica),Agricultura y desarrollo rural,Sanidad agropecuaria e inocuidad agroalimentaria,Intersubsectorial agropecuario,Mejoramiento del seguimiento y control al cumplimiento del marco normativo de la cadena de valor de la pesca y acuicultura en el territorio nacional previo concepto dnp,3. derecho humano a la alimentación a política de inocuidad de los alimentos para el país,3. derecho humano a la alimentación a política de inocuidad de los alimentos para el país
187,1707.0,1100.0,7.0,30204a,4486413022.0,1702,17,Inversión,Instituto colombiano agropecuario (ica),Agricultura y desarrollo rural,Sanidad agropecuaria e inocuidad agroalimentaria,Intersubsectorial agropecuario,Aprovechamiento productivo y sostenible de la pesca y la acuicultura a nivel nacional previo concepto dnp,3. derecho humano a la alimentacion / a política de inocuidad de los alimentos para el pais,3. derecho humano a la alimentacion / a política de inocuidad de los alimentos para el pais
188,1799.0,1100.0,3.0,53105b,20495999801.0,1702,17,Inversión,Instituto colombiano agropecuario (ica),Agricultura y desarrollo rural,Fortalecimiento de la gestión y dirección del sector agropecuario,Intersubsectorial agropecuario,Mejoramiento de la eficiencia en la implementación de los sistemas de gestión articulados con el mipg a nivel nacional,5. convergencia regional b entidades públicas territoriales y nacionales fortalecidas,5. convergencia regional b entidades públicas territoriales y nacionales fortalecidas
189,2.0,,,,100000000.0,1715,17,Funcionamiento,Autoridad nacional de acuicultura y pesca - aunap,Agricultura y desarrollo rural,Adquisición de bienes y servicios,,,,Adquisición de bienes y servicios
